state,park,recreation_visitors,recreation_visitors_percent_change,recreation_visitor_days,recreation_visitor_days_percent_change,non_recreation_visitors,non_recreation_visitors_percent_change,recreation_visitor_hours,recreation_visitor_hours_percent_change,non_recreation_visitor_hours,non_recreation_visitor_hours_percent_change,concessioner_lodging_overnights,concessioner_lodging_overnights_percent_change,concessioner_camping_overnights,concessioner_camping_overnights_percent_change,tent_overnights,tent_overnights_percent_change,recreation_vehicle_overnights,recreation_vehicle_overnights_percent_change,back_country_overnights,back_country_overnights_percent_change,non_recreation_overnights,non_recreation_overnights_percent_change,misc_overnights,misc_overnights_percent_change,total_recreation_visitors,total_recreation_visitors_percent_change,total_recreation_visitor_days,total_recreation_visitor_days_percent_change,total_non_recreation_visitors,total_non_recreation_visitors_percent_change,total_recreation_visitor_hours,total_recreation_visitor_hours_percent_change,total_non_recreation_visitor_hours,total_non_recreation_visitor_hours_percent_change,total_concessioner_lodging_overnights,total_concessioner_lodging_overnights_percent_change,total_concessioner_camping_overnights,total_concessioner_camping_overnights_percent_change,total_tent_overnights,total_tent_overnights_percent_change,total_recreation_vehicle_overnights,total_recreation_vehicle_overnights_percent_change,total_back_country_overnights,total_back_country_overnights_percent_change,total_non_recreation_overnights,total_non_recreation_overnights_percent_change,total_misc_overnights,total_misc_overnights_percent_change,grand_total_recreation_visitors,grand_total_recreation_visitors_percent_change,grand_total_recreation_visitor_days,grand_total_recreation_visitor_days_percent_change,grand_total_non_recreation_visitors,grand_total_non_recreation_visitors_percent_change,grand_total_recreation_visitor_hours,grand_total_recreation_visitor_hours_percent_change,grand_total_non_recreation_visitor_hours,grand_total_non_recreation_visitor_hours_percent_change,grand_total_concessioner_lodging_overnights,grand_total_concessioner_lodging_overnights_percent_change,grand_total_concessioner_camping_overnights,grand_total_concessioner_camping_overnights_percent_change,grand_total_tent_overnights,grand_total_tent_overnights_percent_change,grand_total_recreation_vehicle_overnights,grand_total_recreation_vehicle_overnights_percent_change,grand_total_back_country_overnights,grand_total_back_country_overnights_percent_change,grand_total_non_recreation_overnights,grand_total_non_recreation_overnights_percent_change,grand_total_misc_overnights,grand_total_misc_overnights_percent_change
Georgia,Chickamauga & Chattanooga NMP,"501,540",-1.83%,"78,733",-1.25%,"2,227,106",-0.16%,"944,800",-1.25%,"334,066",-0.16%,0,,0,,0,,0,,0,,0,-0.41%,"2,453",,Subtotal Georgia,"7,010,225",3.37%,"1,607,677",-1.63%,"37,208,006",,"19,292,181",-1.63%,"5,935,984",,0,,0,,"16,559",,0,,"2,520",,0,,"2,468",,"331,863,356",1.96%,"116,323,136",-1.01%,"171,767,944",,"1,395,880,029",-1.01%,"90,748,473",,"3,207,096",,"1,365,243",,"3,262,997",,"2,673,639",,"1,756,374",,"44,198",,"1,023,984"
Georgia,Cumberland Island NS,"64,706",-12.34%,"63,892",-12.40%,0,,"766,707",-12.40%,0,,0,,0,,"16,559",-6.94%,0,,"2,520",-37.19%,0,,0,,Subtotal Georgia,"7,010,225",3.37%,"1,607,677",-1.63%,"37,208,006",,"19,292,181",-1.63%,"5,935,984",,0,,0,,"16,559",,0,,"2,520",,0,,"2,468",,"331,863,356",1.96%,"116,323,136",-1.01%,"171,767,944",,"1,395,880,029",-1.01%,"90,748,473",,"3,207,096",,"1,365,243",,"3,262,997",,"2,673,639",,"1,756,374",,"44,198",,"1,023,984"
Georgia,Fort Frederica NM,"243,027",-15.03%,"20,439",-15.03%,"1,800",0.00%,"245,274",-15.03%,444,0.00%,0,,0,,0,,0,,0,,0,,0,,Subtotal Georgia,"7,010,225",3.37%,"1,607,677",-1.63%,"37,208,006",,"19,292,181",-1.63%,"5,935,984",,0,,0,,"16,559",,0,,"2,520",,0,,"2,468",,"331,863,356",1.96%,"116,323,136",-1.01%,"171,767,944",,"1,395,880,029",-1.01%,"90,748,473",,"3,207,096",,"1,365,243",,"3,262,997",,"2,673,639",,"1,756,374",,"44,198",,"1,023,984"
Georgia,Fort Pulaski NM,"356,993",-20.32%,"59,521",-20.34%,"53,563",-30.79%,"714,256",-20.34%,"13,390",-30.79%,0,,0,,0,,0,,0,,0,-50.00%,15,,Subtotal Georgia,"7,010,225",3.37%,"1,607,677",-1.63%,"37,208,006",,"19,292,181",-1.63%,"5,935,984",,0,,0,,"16,559",,0,,"2,520",,0,,"2,468",,"331,863,356",1.96%,"116,323,136",-1.01%,"171,767,944",,"1,395,880,029",-1.01%,"90,748,473",,"3,207,096",,"1,365,243",,"3,262,997",,"2,673,639",,"1,756,374",,"44,198",,"1,023,984"
Georgia,Jimmy Carter NHP,"33,031",-19.40%,"3,334",-18.46%,0,,"40,018",-18.45%,0,,0,,0,,0,,0,,0,,0,,0,,Subtotal Georgia,"7,010,225",3.37%,"1,607,677",-1.63%,"37,208,006",,"19,292,181",-1.63%,"5,935,984",,0,,0,,"16,559",,0,,"2,520",,0,,"2,468",,"331,863,356",1.96%,"116,323,136",-1.01%,"171,767,944",,"1,395,880,029",-1.01%,"90,748,473",,"3,207,096",,"1,365,243",,"3,262,997",,"2,673,639",,"1,756,374",,"44,198",,"1,023,984"
Georgia,Kennesaw Mountain NBP,"1,495,856",-0.22%,"211,836",-4.10%,"34,925,537",-0.06%,"2,542,038",-4.10%,"5,588,084",-0.06%,0,,0,,0,,0,,0,,0,,0,,Subtotal Georgia,"7,010,225",3.37%,"1,607,677",-1.63%,"37,208,006",,"19,292,181",-1.63%,"5,935,984",,0,,0,,"16,559",,0,,"2,520",,0,,"2,468",,"331,863,356",1.96%,"116,323,136",-1.01%,"171,767,944",,"1,395,880,029",-1.01%,"90,748,473",,"3,207,096",,"1,365,243",,"3,262,997",,"2,673,639",,"1,756,374",,"44,198",,"1,023,984"
Georgia,"Martin Luther King, Jr. NHP","1,159,438",141.00%,"159,763",160.95%,0,,"1,917,163",160.95%,0,,0,,0,,0,,0,,0,,0,,0,,Subtotal Georgia,"7,010,225",3.37%,"1,607,677",-1.63%,"37,208,006",,"19,292,181",-1.63%,"5,935,984",,0,,0,,"16,559",,0,,"2,520",,0,,"2,468",,"331,863,356",1.96%,"116,323,136",-1.01%,"171,767,944",,"1,395,880,029",-1.01%,"90,748,473",,"3,207,096",,"1,365,243",,"3,262,997",,"2,673,639",,"1,756,374",,"44,198",,"1,023,984"
Georgia,Ocmulgee Mounds NHP,"141,905",-21.57%,"17,738",-21.57%,0,,"212,858",-21.57%,0,,0,,0,,0,,0,,0,,0,,0,,Subtotal Georgia,"7,010,225",3.37%,"1,607,677",-1.63%,"37,208,006",,"19,292,181",-1.63%,"5,935,984",,0,,0,,"16,559",,0,,"2,520",,0,,"2,468",,"331,863,356",1.96%,"116,323,136",-1.01%,"171,767,944",,"1,395,880,029",-1.01%,"90,748,473",,"3,207,096",,"1,365,243",,"3,262,997",,"2,673,639",,"1,756,374",,"44,198",,"1,023,984"
Guam,War in the Pacific NHP,"373,974",-10.00%,"31,347",-11.11%,794,138.44%,"376,174",-11.11%,396,135.71%,0,,0,,0,,0,,0,,0,,0,,Subtotal Guam,"373,974",-10.00%,"31,347",-11.11%,794,138.44%,"376,174",-11.11%,396,135.71%,0,,0,,0,,0,,0,,0,,0,,"331,863,356",1.96%,"116,323,136",-1.01%,"171,767,944",,"1,395,880,029",-1.01%,"90,748,473",,"3,207,096",,"1,365,243",,"3,262,997",,"2,673,639",,"1,756,374",,"44,198",,"1,023,984"
Hawaii,Haleakala NP,"732,477",-7.43%,"183,241",-9.53%,"20,160",0.00%,"2,198,894",-9.53%,"20,160",0.00%,0,,0,,"20,297",-13.44%,0,,"4,874",-20.28%,0,-6.30%,"5,410",,Subtotal Hawaii,"4,618,839",-3.94%,"1,453,587",-7.52%,"2,136,609",0.04%,"17,443,072",-7.52%,"680,245",0.09%,"31,137",,"5,413",,"21,347",-12.53%,57,,"10,432",6.25%,0,-7.72%,"64,957",,"331,863,356",1.96%,"116,323,136",-1.01%,"171,767,944",,"1,395,880,029",-1.01%,"90,748,473",,"3,207,096",,"1,365,243",,"3,262,997",,"2,673,639",,"1,756,374",,"44,198",,"1,023,984"
Hawaii,Hawaii Volcanoes NP,"1,433,593",-11.52%,"764,915",-10.57%,"1,881,779",0.16%,"9,178,984",-10.57%,"620,988",0.16%,"31,137",-10.49%,"5,413",-15.44%,"1,050",9.60%,57,1040.00%,"5,558",50.05%,0,-7.85%,"59,547",,Subtotal Hawaii,"4,618,839",-3.94%,"1,453,587",-7.52%,"2,136,609",0.04%,"17,443,072",-7.52%,"680,245",0.09%,"31,137",,"5,413",,"21,347",-12.53%,57,,"10,432",6.25%,0,-7.72%,"64,957",,"331,863,356",1.96%,"116,323,136",-1.01%,"171,767,944",,"1,395,880,029",-1.01%,"90,748,473",,"3,207,096",,"1,365,243",,"3,262,997",,"2,673,639",,"1,756,374",,"44,198",,"1,023,984"
Hawaii,Kalaupapa NHP,"30,774",-34.50%,"5,952",-30.22%,0,,"71,425",-30.23%,0,,0,,0,,0,,0,,0,,0,,0,,Subtotal Hawaii,"4,618,839",-3.94%,"1,453,587",-7.52%,"2,136,609",0.04%,"17,443,072",-7.52%,"680,245",0.09%,"31,137",,"5,413",,"21,347",-12.53%,57,,"10,432",6.25%,0,-7.72%,"64,957",,"331,863,356",1.96%,"116,323,136",-1.01%,"171,767,944",,"1,395,880,029",-1.01%,"90,748,473",,"3,207,096",,"1,365,243",,"3,262,997",,"2,673,639",,"1,756,374",,"44,198",,"1,023,984"
Hawaii,Kaloko Honokohau NHP,"351,422",20.19%,"63,279",19.62%,0,,"759,353",19.63%,0,,0,,0,,0,,0,,0,,0,,0,,Subtotal Hawaii,"4,618,839",-3.94%,"1,453,587",-7.52%,"2,136,609",0.04%,"17,443,072",-7.52%,"680,245",0.09%,"31,137",,"5,413",,"21,347",-12.53%,57,,"10,432",6.25%,0,-7.72%,"64,957",,"331,863,356",1.96%,"116,323,136",-1.01%,"171,767,944",,"1,395,880,029",-1.01%,"90,748,473",,"3,207,096",,"1,365,243",,"3,262,997",,"2,673,639",,"1,756,374",,"44,198",,"1,023,984"
Hawaii,Pearl Harbor NMEM,"1,588,798",-6.14%,"397,199",-6.14%,0,,"4,766,394",-6.14%,0,,0,,0,,0,,0,,0,,0,,0,,Subtotal Hawaii,"4,618,839",-3.94%,"1,453,587",-7.52%,"2,136,609",0.04%,"17,443,072",-7.52%,"680,245",0.09%,"31,137",,"5,413",,"21,347",-12.53%,57,,"10,432",6.25%,0,-7.72%,"64,957",,"331,863,356",1.96%,"116,323,136",-1.01%,"171,767,944",,"1,395,880,029",-1.01%,"90,748,473",,"3,207,096",,"1,365,243",,"3,262,997",,"2,673,639",,"1,756,374",,"44,198",,"1,023,984"
Hawaii,Pu'uhonua o Honaunau NHP,"454,268",33.02%,"37,855",33.02%,0,,"454,268",33.02%,0,,0,,0,,0,,0,,0,,0,,0,,Subtotal Hawaii,"4,618,839",-3.94%,"1,453,587",-7.52%,"2,136,609",0.04%,"17,443,072",-7.52%,"680,245",0.09%,"31,137",,"5,413",,"21,347",-12.53%,57,,"10,432",6.25%,0,-7.72%,"64,957",,"331,863,356",1.96%,"116,323,136",-1.01%,"171,767,944",,"1,395,880,029",-1.01%,"90,748,473",,"3,207,096",,"1,365,243",,"3,262,997",,"2,673,639",,"1,756,374",,"44,198",,"1,023,984"
Hawaii,Pu'ukohola Heiau NHS,"27,507",18.58%,"1,146",18.63%,"234,670",-0.89%,"13,754",18.59%,"39,097",-0.89%,0,,0,,0,,0,,0,,0,,0,,Subtotal Hawaii,"4,618,839",-3.94%,"1,453,587",-7.52%,"2,136,609",0.04%,"17,443,072",-7.52%,"680,245",0.09%,"31,137",,"5,413",,"21,347",-12.53%,57,,"10,432",6.25%,0,-7.72%,"64,957",,"331,863,356",1.96%,"116,323,136",-1.01%,"171,767,944",,"1,395,880,029",-1.01%,"90,748,473",,"3,207,096",,"1,365,243",,"3,262,997",,"2,673,639",,"1,756,374",,"44,198",,"1,023,984"
Idaho,City of Rocks NRES,"89,949",-2.29%,"26,337",-1.91%,0,,"316,045",-1.91%,0,,0,,0,,0,,0,,53,,0,,0,,Subtotal Idaho,"795,625",3.39%,"129,517",8.40%,"1,800",,"1,554,238",8.40%,180,,0,,0,,"4,057",,"13,652",,208,,0,,0,,"331,863,356",1.96%,"116,323,136",-1.01%,"171,767,944",,"1,395,880,029",-1.01%,"90,748,473",,"3,207,096",,"1,365,243",,"3,262,997",,"2,673,639",,"1,756,374",,"44,198",,"1,023,984"
Idaho,Craters of the Moon NM & PRES,"314,118",21.94%,"74,144",17.79%,0,,"889,737",17.79%,0,,0,,0,,"4,057",-22.25%,"13,652",20.31%,155,-32.02%,0,,0,,Subtotal Idaho,"795,625",3.39%,"129,517",8.40%,"1,800",,"1,554,238",8.40%,180,,0,,0,,"4,057",,"13,652",,208,,0,,0,,"331,863,356",1.96%,"116,323,136",-1.01%,"171,767,944",,"1,395,880,029",-1.01%,"90,748,473",,"3,207,096",,"1,365,243",,"3,262,997",,"2,673,639",,"1,756,374",,"44,198",,"1,023,984"
Idaho,Hagerman Fossil Beds NM,"39,104",16.92%,"4,888",16.94%,0,,"58,658",16.93%,0,,0,,0,,0,,0,,0,,0,,0,,Subtotal Idaho,"795,625",3.39%,"129,517",8.40%,"1,800",,"1,554,238",8.40%,180,,0,,0,,"4,057",,"13,652",,208,,0,,0,,"331,863,356",1.96%,"116,323,136",-1.01%,"171,767,944",,"1,395,880,029",-1.01%,"90,748,473",,"3,207,096",,"1,365,243",,"3,262,997",,"2,673,639",,"1,756,374",,"44,198",,"1,023,984"
Idaho,Minidoka NHS,"9,530",5.20%,"1,038",-3.17%,0,,"12,467",-3.10%,0,,0,,0,,0,,0,,0,,0,,0,,Subtotal Idaho,"795,625",3.39%,"129,517",8.40%,"1,800",,"1,554,238",8.40%,180,,0,,0,,"4,057",,"13,652",,208,,0,,0,,"331,863,356",1.96%,"116,323,136",-1.01%,"171,767,944",,"1,395,880,029",-1.01%,"90,748,473",,"3,207,096",,"1,365,243",,"3,262,997",,"2,673,639",,"1,756,374",,"44,198",,"1,023,984"
Idaho,Nez Perce NHP,"342,924",-9.13%,"23,110",-5.43%,"1,800",0.00%,"277,331",-5.43%,180,0.00%,0,,0,,0,,0,,0,,0,,0,,Subtotal Idaho,"795,625",3.39%,"129,517",8.40%,"1,800",,"1,554,238",8.40%,180,,0,,0,,"4,057",,"13,652",,208,,0,,0,,"331,863,356",1.96%,"116,323,136",-1.01%,"171,767,944",,"1,395,880,029",-1.01%,"90,748,473",,"3,207,096",,"1,365,243",,"3,262,997",,"2,673,639",,"1,756,374",,"44,198",,"1,023,984"
Illinois,Emmett Till and Mamie Till-Mobley NM,"1,754",,36,,0,,438,,0,,0,,0,,0,,0,,0,,0,,0,,Subtotal Illinois,"188,237",0.05%,"12,944",-0.35%,127,,"155,350",,502,,0,,0,,0,,0,,0,,0,,0,,"331,863,356",1.96%,"116,323,136",-1.01%,"171,767,944",,"1,395,880,029",-1.01%,"90,748,473",,"3,207,096",,"1,365,243",,"3,262,997",,"2,673,639",,"1,756,374",,"44,198",,"1,023,984"
Illinois,Lincoln Home NHS,"154,522",-2.77%,"11,577",-1.66%,127,36.56%,"138,933",-1.66%,502,-32.53%,0,,0,,0,,0,,0,,0,,0,,Subtotal Illinois,"188,237",0.05%,"12,944",-0.35%,127,,"155,350",,502,,0,,0,,0,,0,,0,,0,,0,,"331,863,356",1.96%,"116,323,136",-1.01%,"171,767,944",,"1,395,880,029",-1.01%,"90,748,473",,"3,207,096",,"1,365,243",,"3,262,997",,"2,673,639",,"1,756,374",,"44,198",,"1,023,984"
Illinois,Pullman NHP,"31,961",9.39%,"1,331",9.37%,0,,"15,979",9.39%,0,,0,,0,,0,,0,,0,,0,,0,,Subtotal Illinois,"188,237",0.05%,"12,944",-0.35%,127,,"155,350",,502,,0,,0,,0,,0,,0,,0,,0,,"331,863,356",1.96%,"116,323,136",-1.01%,"171,767,944",,"1,395,880,029",-1.01%,"90,748,473",,"3,207,096",,"1,365,243",,"3,262,997",,"2,673,639",,"1,756,374",,"44,198",,"1,023,984"
Indiana,George Rogers Clark NHP,"166,621",14.44%,"18,605",14.44%,0,,"223,271",14.44%,0,,0,,0,,0,,0,,0,,0,,0,,Subtotal Indiana,"3,001,734",-1.27%,"645,877",-3.09%,"20,143",,"7,750,547",-3.09%,"4,668",,0,,0,,"23,247",,"13,060",,0,,0,,0,,"331,863,356",1.96%,"116,323,136",-1.01%,"171,767,944",,"1,395,880,029",-1.01%,"90,748,473",,"3,207,096",,"1,365,243",,"3,262,997",,"2,673,639",,"1,756,374",,"44,198",,"1,023,984"
Indiana,Indiana Dunes NP,"2,705,209",-2.19%,"615,094",-3.61%,"3,943",0.00%,"7,381,135",-3.61%,"1,968",0.00%,0,,0,,"23,247",-4.57%,"13,060",4.15%,0,,0,,0,,Subtotal Indiana,"3,001,734",-1.27%,"645,877",-3.09%,"20,143",,"7,750,547",-3.09%,"4,668",,0,,0,,"23,247",,"13,060",,0,,0,,0,,"331,863,356",1.96%,"116,323,136",-1.01%,"171,767,944",,"1,395,880,029",-1.01%,"90,748,473",,"3,207,096",,"1,365,243",,"3,262,997",,"2,673,639",,"1,756,374",,"44,198",,"1,023,984"
Indiana,Lincoln Boyhood NMEM,"129,904",0.72%,"12,178",0.72%,"16,200",0.00%,"146,141",0.72%,"2,700",0.00%,0,,0,,0,,0,,0,,0,,0,,Subtotal Indiana,"3,001,734",-1.27%,"645,877",-3.09%,"20,143",,"7,750,547",-3.09%,"4,668",,0,,0,,"23,247",,"13,060",,0,,0,,0,,"331,863,356",1.96%,"116,323,136",-1.01%,"171,767,944",,"1,395,880,029",-1.01%,"90,748,473",,"3,207,096",,"1,365,243",,"3,262,997",,"2,673,639",,"1,756,374",,"44,198",,"1,023,984"
Iowa,Effigy Mounds NM,"61,975",0.29%,"12,911",0.30%,"1,200",0.00%,"154,941",0.30%,204,0.00%,0,,0,,0,,0,,0,,0,,0,,Subtotal Iowa,"210,006",22.44%,"25,246",14.67%,"2,550",-86.72%,"302,972",14.67%,429,-69.44%,0,,0,,0,,0,,0,,0,,0,,"331,863,356",1.96%,"116,323,136",-1.01%,"171,767,944",,"1,395,880,029",-1.01%,"90,748,473",,"3,207,096",,"1,365,243",,"3,262,997",,"2,673,639",,"1,756,374",,"44,198",,"1,023,984"
Iowa,Herbert Hoover NHS,"148,031",34.91%,"12,335",34.90%,"1,350",-92.50%,"148,031",34.91%,225,-81.25%,0,,0,,0,,0,,0,,0,,0,,Subtotal Iowa,"210,006",22.44%,"25,246",14.67%,"2,550",-86.72%,"302,972",14.67%,429,-69.44%,0,,0,,0,,0,,0,,0,,0,,"331,863,356",1.96%,"116,323,136",-1.01%,"171,767,944",,"1,395,880,029",-1.01%,"90,748,473",,"3,207,096",,"1,365,243",,"3,262,997",,"2,673,639",,"1,756,374",,"44,198",,"1,023,984"
Kansas,Brown v. Board of Education NHP,"21,919",16.43%,"3,653",16.45%,0,,"43,838",16.43%,0,,0,,0,,0,,0,,0,,0,,0,,Subtotal Kansas,"110,282",3.36%,"16,644",3.41%,426,,"199,761",3.42%,141,,0,,0,,0,,0,,0,,0,,0,,"331,863,356",1.96%,"116,323,136",-1.01%,"171,767,944",,"1,395,880,029",-1.01%,"90,748,473",,"3,207,096",,"1,365,243",,"3,262,997",,"2,673,639",,"1,756,374",,"44,198",,"1,023,984"
Kansas,Fort Larned NHS,"26,219",0.41%,"4,369",0.39%,0,,"52,438",0.41%,0,,0,,0,,0,,0,,0,,0,,0,,Subtotal Kansas,"110,282",3.36%,"16,644",3.41%,426,,"199,761",3.42%,141,,0,,0,,0,,0,,0,,0,,0,,"331,863,356",1.96%,"116,323,136",-1.01%,"171,767,944",,"1,395,880,029",-1.01%,"90,748,473",,"3,207,096",,"1,365,243",,"3,262,997",,"2,673,639",,"1,756,374",,"44,198",,"1,023,984"
Kansas,Fort Scott NHS,"24,654",-3.29%,"3,081",-3.30%,426,-22.83%,"36,981",-3.29%,141,-22.10%,0,,0,,0,,0,,0,,0,,0,,Subtotal Kansas,"110,282",3.36%,"16,644",3.41%,426,,"199,761",3.42%,141,,0,,0,,0,,0,,0,,0,,0,,"331,863,356",1.96%,"116,323,136",-1.01%,"171,767,944",,"1,395,880,029",-1.01%,"90,748,473",,"3,207,096",,"1,365,243",,"3,262,997",,"2,673,639",,"1,756,374",,"44,198",,"1,023,984"
Kansas,Nicodemus NHS,"7,535",0.57%,549,-12.02%,0,,"6,594",-11.99%,0,,0,,0,,0,,0,,0,,0,,0,,Subtotal Kansas,"110,282",3.36%,"16,644",3.41%,426,,"199,761",3.42%,141,,0,,0,,0,,0,,0,,0,,0,,"331,863,356",1.96%,"116,323,136",-1.01%,"171,767,944",,"1,395,880,029",-1.01%,"90,748,473",,"3,207,096",,"1,365,243",,"3,262,997",,"2,673,639",,"1,756,374",,"44,198",,"1,023,984"
Kansas,Tallgrass Prairie NPRES,"29,955",4.10%,"4,992",4.09%,0,,"59,910",4.10%,0,,0,,0,,0,,0,,0,,0,,0,,Subtotal Kansas,"110,282",3.36%,"16,644",3.41%,426,,"199,761",3.42%,141,,0,,0,,0,,0,,0,,0,,0,,"331,863,356",1.96%,"116,323,136",-1.01%,"171,767,944",,"1,395,880,029",-1.01%,"90,748,473",,"3,207,096",,"1,365,243",,"3,262,997",,"2,673,639",,"1,756,374",,"44,198",,"1,023,984"
Kentucky,Abraham Lincoln Birthplace NHP,"249,166",3.84%,"20,763",3.84%,0,,"249,166",3.84%,0,,0,,0,,0,,0,,0,,0,,0,,Subtotal Kentucky,"2,037,341",3.13%,"832,800",5.25%,"5,858,932",,"9,993,634",5.25%,"2,929,470",,"16,879",,0,,"65,008",,"48,218",,"8,786",,0,,"9,725",,"331,863,356",1.96%,"116,323,136",-1.01%,"171,767,944",,"1,395,880,029",-1.01%,"90,748,473",,"3,207,096",,"1,365,243",,"3,262,997",,"2,673,639",,"1,756,374",,"44,198",,"1,023,984"
Kentucky,Big South Fork NRRA,"319,636",1.78%,"189,136",-0.17%,0,,"2,269,634",-0.17%,0,,0,,0,,"3,663",13.76%,"7,393",-31.18%,"3,694",-0.46%,0,,0,,Subtotal Kentucky,"2,037,341",3.13%,"832,800",5.25%,"5,858,932",,"9,993,634",5.25%,"2,929,470",,"16,879",,0,,"65,008",,"48,218",,"8,786",,0,,"9,725",,"331,863,356",1.96%,"116,323,136",-1.01%,"171,767,944",,"1,395,880,029",-1.01%,"90,748,473",,"3,207,096",,"1,365,243",,"3,262,997",,"2,673,639",,"1,756,374",,"44,198",,"1,023,984"
Kentucky,Camp Nelson NM,"34,716",111.72%,"2,169",111.61%,0,,"26,036",111.67%,0,,0,,0,,0,,0,,0,,0,,0,,Subtotal Kentucky,"2,037,341",3.13%,"832,800",5.25%,"5,858,932",,"9,993,634",5.25%,"2,929,470",,"16,879",,0,,"65,008",,"48,218",,"8,786",,0,,"9,725",,"331,863,356",1.96%,"116,323,136",-1.01%,"171,767,944",,"1,395,880,029",-1.01%,"90,748,473",,"3,207,096",,"1,365,243",,"3,262,997",,"2,673,639",,"1,756,374",,"44,198",,"1,023,984"
Kentucky,Cumberland Gap NHP,"678,202",-8.54%,"133,643",-9.23%,"5,748,931",1.41%,"1,603,723",-9.23%,"2,874,468",1.41%,0,,0,,"6,313",2.10%,"18,366",-0.89%,530,-31.52%,0,-51.73%,"1,651",,Subtotal Kentucky,"2,037,341",3.13%,"832,800",5.25%,"5,858,932",,"9,993,634",5.25%,"2,929,470",,"16,879",,0,,"65,008",,"48,218",,"8,786",,0,,"9,725",,"331,863,356",1.96%,"116,323,136",-1.01%,"171,767,944",,"1,395,880,029",-1.01%,"90,748,473",,"3,207,096",,"1,365,243",,"3,262,997",,"2,673,639",,"1,756,374",,"44,198",,"1,023,984"
Kentucky,Mammoth Cave NP,"747,042",14.15%,"485,605",12.45%,"110,001",-0.39%,"5,827,267",12.45%,"55,002",-0.39%,"16,879",9.36%,0,,"55,032",10.61%,"22,459",11.84%,"4,562",4.20%,0,-6.59%,"8,074",,Subtotal Kentucky,"2,037,341",3.13%,"832,800",5.25%,"5,858,932",,"9,993,634",5.25%,"2,929,470",,"16,879",,0,,"65,008",,"48,218",,"8,786",,0,,"9,725",,"331,863,356",1.96%,"116,323,136",-1.01%,"171,767,944",,"1,395,880,029",-1.01%,"90,748,473",,"3,207,096",,"1,365,243",,"3,262,997",,"2,673,639",,"1,756,374",,"44,198",,"1,023,984"
Kentucky,Mill Springs Battlefield NM,"8,579",-6.24%,"1,484",-10.12%,0,,"17,808",-10.12%,0,,0,,0,,0,,0,,0,,0,,0,,Subtotal Kentucky,"2,037,341",3.13%,"832,800",5.25%,"5,858,932",,"9,993,634",5.25%,"2,929,470",,"16,879",,0,,"65,008",,"48,218",,"8,786",,0,,"9,725",,"331,863,356",1.96%,"116,323,136",-1.01%,"171,767,944",,"1,395,880,029",-1.01%,"90,748,473",,"3,207,096",,"1,365,243",,"3,262,997",,"2,673,639",,"1,756,374",,"44,198",,"1,023,984"
Louisiana,Cane River Creole NHP,"12,592",7.61%,"2,098",7.59%,0,,"25,185",7.61%,0,,0,,0,,0,,0,,0,,0,,0,,Subtotal Louisiana,"270,126",-10.08%,"30,482",-24.16%,"192,000",,"365,800",-24.16%,"90,960",,0,,0,,0,,0,,0,,0,,0,,"331,863,356",1.96%,"116,323,136",-1.01%,"171,767,944",,"1,395,880,029",-1.01%,"90,748,473",,"3,207,096",,"1,365,243",,"3,262,997",,"2,673,639",,"1,756,374",,"44,198",,"1,023,984"
Louisiana,Jean Lafitte NHP & PRES,"212,591",-14.40%,"21,937",-33.44%,"192,000",0.00%,"263,250",-33.44%,"90,960",0.00%,0,,0,,0,,0,,0,,0,,0,,Subtotal Louisiana,"270,126",-10.08%,"30,482",-24.16%,"192,000",,"365,800",-24.16%,"90,960",,0,,0,,0,,0,,0,,0,,0,,"331,863,356",1.96%,"116,323,136",-1.01%,"171,767,944",,"1,395,880,029",-1.01%,"90,748,473",,"3,207,096",,"1,365,243",,"3,262,997",,"2,673,639",,"1,756,374",,"44,198",,"1,023,984"
Louisiana,New Orleans Jazz NHP,"44,943",11.36%,"6,447",22.01%,0,,"77,365",22.00%,0,,0,,0,,0,,0,,0,,0,,0,,Subtotal Louisiana,"270,126",-10.08%,"30,482",-24.16%,"192,000",,"365,800",-24.16%,"90,960",,0,,0,,0,,0,,0,,0,,0,,"331,863,356",1.96%,"116,323,136",-1.01%,"171,767,944",,"1,395,880,029",-1.01%,"90,748,473",,"3,207,096",,"1,365,243",,"3,262,997",,"2,673,639",,"1,756,374",,"44,198",,"1,023,984"
Maine,Acadia NP,"3,961,661",2.11%,"2,245,729",4.43%,"47,100",0.00%,"26,948,748",4.43%,"47,100",0.00%,0,,"1,667",3.99%,"142,739",18.34%,"52,950",7.90%,"1,175",-25.16%,0,6.33%,"10,208",,Subtotal Maine,"4,010,342",2.02%,"2,259,308",4.34%,"53,565",-9.41%,"27,111,706",4.34%,"50,333",-5.24%,0,,"1,667",3.99%,"143,395",18.38%,"52,950",7.90%,"1,473",-17.57%,0,6.33%,"10,208",,"331,863,356",1.96%,"116,323,136",-1.01%,"171,767,944",,"1,395,880,029",-1.01%,"90,748,473",,"3,207,096",,"1,365,243",,"3,262,997",,"2,673,639",,"1,756,374",,"44,198",,"1,023,984"
